City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
548,Akyab,MM,81.32,scattered clouds,20.15,92.9,Hotel Memory
549,Mangan,IN,67.8,scattered clouds,27.5167,88.5333,Hotel Mout View
550,Nouadhibou,MR,67.98,clear sky,20.931,-17.0347,El Medina
551,Lexington,US,76.24,moderate rain,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
552,Maniwaki,CA,66.58,overcast clouds,46.3834,-75.966,Centre Chateau Logue
553,Lata,PT,70.07,broken clouds,40.1629,-8.3327,Casa Maquia
556,Lander,US,82.11,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
557,Palu,ID,75.56,moderate rain,-0.8917,119.8707,Hotel Santika Palu
559,Norman Wells,CA,60.84,broken clouds,65.282,-126.8329,Heritage Hotel
560,Hinton,CA,63.16,overcast clouds,53.4001,-117.5857,Econo Lodge & Suites
561,Sawtell,AU,57.18,few clouds,-30.3833,153.1,The Bungalow Sawtell
562,Sinnamary,GF,79.72,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
564,Ilo,PE,67.06,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
565,Karratha,AU,74.95,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
566,Teahupoo,PF,78.76,clear sky,-17.8333,-149.2667,Vanira Lodge
568,Araguaina,BR,79.66,broken clouds,-7.1911,-48.2072,Hotel São Vicente
571,Jining,CN,62.2,clear sky,35.405,116.5814,Yunhe Star Hotel
573,Muli,MV,83.05,broken clouds,2.9167,73.5667,Medhufushi Island Resort
574,Axim,GH,78.13,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
577,Sao Felix Do Xingu,BR,79.16,broken clouds,-6.6447,-51.995,Rio Xingu Camping
578,Muros,ES,63.14,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
579,Gazanjyk,TM,65.71,broken clouds,39.2446,55.5154,Railway motel
580,Huarmey,PE,69.1,broken clouds,-10.0681,-78.1522,Hotel Miramar
581,Andijon,UZ,70.88,scattered clouds,40.7821,72.3442,"Hotel ""Bog'ishamol"""
584,Dom Pedrito,BR,57.63,overcast clouds,-30.9828,-54.6731,Hotel Alexandre
585,Koumac,NC,74.73,overcast clouds,-20.5667,164.2833,Le Monitel
586,Zarand,IR,72.32,clear sky,30.8127,56.564,مهمانسرای فناپ
587,Nguruka,TZ,71.17,overcast clouds,-5.1092,31.0419,RUSULI LODGE
590,Saint-Michel-Des-Saints,CA,56.93,overcast clouds,46.6834,-73.9159,Motel Du Mont trinity
591,Singaraja,ID,78.91,moderate rain,-8.112,115.0882,Puri Bagus Lovina Resort
595,Griffith,US,75.88,clear sky,41.5284,-87.4237,Apartment above Depot Bar
596,Bayji,IQ,77.47,clear sky,34.9311,43.487,دار الضيافة
597,Truckee,US,82.72,clear sky,39.328,-120.1833,Truckee Donner Lodge
598,Arona,ES,63.12,scattered clouds,28.0996,-16.681,Paradise Court
599,Yatou,CN,59.29,scattered clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
600,Monrovia,LR,79.56,light rain,6.3005,-10.7969,Sunset Inn
602,Zhezkazgan,KZ,55.42,clear sky,47.8043,67.7144,Hotel Zumrat
603,Prainha,BR,77.16,overcast clouds,-1.8,-53.48,Casa Rocha
604,Gualaquiza,EC,70.32,light rain,-3.4,-78.55,Hotel Merceditas
606,Kieta,PG,79.7,light rain,-6.2167,155.6333,Uruna Bay Retreat
608,Kununurra,AU,62.58,clear sky,-15.7667,128.7333,Hotel Kununurra
610,Samarai,PG,79.86,overcast clouds,-10.6167,150.6667,Nuli Sapi
611,Pithoragarh,IN,61.92,scattered clouds,29.5833,80.2167,Hipostel Pithoragarh (Cafe Morrison)
614,Emerald,AU,59.77,clear sky,-23.5333,148.1667,The Irish Village
615,Honningsvag,NO,55.15,clear sky,70.9821,25.9704,Nordkapp Vandrerhjem
616,Amalapuram,IN,81.25,scattered clouds,16.5833,82.0167,swayamprabha service apartments
617,Northam,GB,58.39,overcast clouds,51.0333,-4.2167,Durrant House Hotel
619,Marbella,ES,69.26,clear sky,36.5154,-4.8858,El Fuerte Marbella
622,Matara,LK,77.85,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
624,Voi,KE,70.88,broken clouds,-3.3945,38.563,Voi Wildlife Lodge
625,Mirador,BR,76.91,overcast clouds,-6.3708,-44.3631,Pousada Restaurante e Pizzaria Povo
627,Road Town,VG,84.29,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
628,San Quintin,MX,67.73,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
630,Feicheng,CN,62.19,clear sky,35.2606,117.9675,Royal Garden Hotel
632,Puerto Leguizamo,CO,75.6,overcast clouds,-0.1934,-74.7819,la casona de juancho
633,Kahului,US,78.82,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
634,Manadhoo,MV,82.51,overcast clouds,5.7667,73.3833,Bon Abri maldives
635,Quesnel,CA,63.1,few clouds,52.9999,-122.5029,Ramada by Wyndham Quesnel
636,Bambanglipuro,ID,77.16,overcast clouds,-7.95,110.2833,Puri Brata
637,Ukiah,US,81.45,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
638,Gibraltar,GI,66.15,scattered clouds,36.1447,-5.3526,The Caleta Hotel Gibraltar
640,Vao,NC,73.31,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
643,Buritizeiro,BR,72.27,broken clouds,-17.3511,-44.9622,Santos Palace Hotel
644,Rock Sound,BS,79.03,scattered clouds,24.9,-76.2,Pink Corral Bay Property
645,Kalemie,CD,71.31,few clouds,-5.9475,29.1947,Mahobilali
646,Valparaiso,CL,59.23,clear sky,-33.0393,-71.6273,Hotel Ultramar
647,Marsabit,KE,68.65,overcast clouds,2.3284,37.9899,Chicho Hotel
648,Freeport,US,71.31,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
649,Ahipara,NZ,55.98,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
652,Lenine,UA,58.12,overcast clouds,45.2986,35.7771,Vostok
653,Oistins,BB,80.69,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
654,Saint-Joseph,RE,70.18,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
655,Kalachinsk,RU,65.21,few clouds,55.0529,74.5751,"Voskhod, Hotel"
656,Tukrah,LY,77.74,clear sky,32.5341,20.5791,Lagrota restaurant
657,High Rock,BS,84.22,few clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
658,Hambantota,LK,79.83,overcast clouds,6.1241,81.1185,Bungalow 63
661,Zhangjiakou,CN,59.58,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
663,Charters Towers,AU,63.84,broken clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
664,Lienz,AT,56.44,broken clouds,46.8289,12.769,Hotel Sonne
665,Kumphawapi,TH,82.89,broken clouds,17.1087,103.0149,ลีลาวดี รีสอร์ท
668,Zeya,RU,57.87,overcast clouds,53.75,127.2667,Kapital Inn
669,College,US,65.59,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
670,Atambua,ID,71.2,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
671,Kaspiyskiy,RU,63.27,scattered clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
674,Mwinilunga,ZM,56.1,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
675,Itarema,BR,77.16,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
676,Laramie,US,75.09,clear sky,41.3114,-105.5911,Fairfield Inn & Suites by Marriott Laramie
677,Uryupinsk,RU,57.61,overcast clouds,50.8047,42.0138,"Guest house ""Eco-house"""
678,Biharamulo,TZ,62.6,light rain,-2.6319,31.3089,Annex Lodge
680,Nagato,JP,62.11,broken clouds,34.3833,131.2,いそう庵
681,Ilebo,CD,72.36,broken clouds,-4.3167,20.5833,Hôtel BUMAK
682,Mlonggo,ID,77.34,heavy intensity rain,-6.5333,110.7,Asia Metal Art
685,Lethem,GY,84.15,scattered clouds,3.3803,-59.7968,Savannah Inn
686,Oda,JP,63.23,overcast clouds,35.1833,132.5,Sky Hotel Oda
687,Geraldton,AU,55.81,few clouds,-28.7667,114.6,Broadwater Mariner Resort
688,Zhuanghe,CN,55.31,scattered clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
689,Santiago,CL,63.28,haze,-33.4569,-70.6483,Hotel Panamericano
691,Masyaf,SY,69.84,clear sky,35.0653,36.3406,شاطئ مايو
694,Suffolk,US,69.71,scattered clouds,40.8668,-72.7996,Greenwood Village
696,Kapustin Yar,RU,61.39,overcast clouds,48.5831,45.7372,"Gostinitsa ""Znamensk"""
697,Astoria,US,66.43,overcast clouds,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
699,Valdez,EC,79.88,overcast clouds,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
700,Cochrane,CA,69.39,overcast clouds,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
702,Gympie,AU,60.19,few clouds,-26.1898,152.665,Mary River Motor Inn
703,Samdari,IN,84.92,clear sky,25.8167,72.5833,Karnoba Ki Dhani
704,Rabo De Peixe,PT,62.11,few clouds,37.8,-25.5833,Quinta das Giestas
705,Ca Mau,VN,80.82,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
707,Millville,US,73.35,overcast clouds,39.4021,-75.0393,Fairfield Inn & Suites by Marriott Millville Vineland
708,Owase,JP,68.4,overcast clouds,34.0667,136.2,Business Hotel Phoenix
709,Atbasar,KZ,57.02,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
710,Vanderhoof,CA,56.07,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
711,Labuhan,ID,77.0,overcast clouds,-6.8844,112.2051,DoubleFAG
713,Izumo,JP,66.15,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
715,Gornyak,RU,66.85,scattered clouds,50.9942,81.4661,"Комфорт ""Danilo"""
