City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Seoni,IN,2022-05-23 20:34:30,22.0833,79.5333,85.21,34,53,7.85
297,Chuy,UY,2022-05-23 20:34:31,-33.6971,-53.4616,55.62,79,87,4.18
298,Nizwa,OM,2022-05-23 20:34:31,22.9333,57.5333,86.11,13,0,1.45
299,Vanavara,RU,2022-05-23 20:34:31,60.34,102.2797,50.88,75,10,6.02
300,Tomatlan,MX,2022-05-23 20:34:32,19.9333,-105.25,89.8,39,13,13.06
301,Peniche,PT,2022-05-23 20:34:32,39.3558,-9.3811,61.29,79,93,19.37
302,Stokmarknes,NO,2022-05-23 20:34:33,68.5646,14.9108,57.18,51,75,2.3
303,Tautira,PF,2022-05-23 20:34:33,-17.7333,-149.15,79.92,72,17,12.46
304,Sibiti,CG,2022-05-23 20:34:34,-3.6819,13.3499,67.66,88,78,2.86
305,Constitucion,CL,2022-05-23 20:34:34,-35.3333,-72.4167,54.64,90,100,1.86
306,Adrar,MR,2022-05-23 20:34:34,20.5022,-10.0711,93.96,11,97,7.47
307,Minab,IR,2022-05-23 20:34:35,27.1467,57.0801,82.72,30,0,0.0
308,Kahului,US,2022-05-23 20:30:05,20.8947,-156.47,84.22,63,40,16.11
309,Port Lincoln,AU,2022-05-23 20:34:35,-34.7333,135.8667,61.23,66,100,13.73
310,Salme,NP,2022-05-23 20:34:36,28.0369,85.0942,59.29,65,3,6.11
311,Jackson,US,2022-05-23 20:34:36,42.4165,-122.8345,76.71,35,0,8.05
312,Rindal,NO,2022-05-23 20:34:36,63.0565,9.2124,55.62,73,100,0.65
313,Villa Carlos Paz,AR,2022-05-23 20:33:47,-31.4241,-64.4978,72.68,28,82,8.01
314,Saint-Francois,FR,2022-05-23 20:34:37,46.4154,3.9054,63.84,68,0,3.44
315,Bull Savanna,JM,2022-05-23 20:34:37,17.8868,-77.5902,81.28,62,100,15.19
316,Yulara,AU,2022-05-23 20:34:38,-25.2406,130.9889,61.93,53,99,7.38
317,Cabrobo,BR,2022-05-23 20:34:05,-8.5142,-39.31,80.13,53,43,12.46
318,Safaga,EG,2022-05-23 20:34:38,26.7292,33.9365,81.27,32,0,14.36
319,Manggar,ID,2022-05-23 20:34:38,-2.8833,108.2667,82.63,78,34,8.12
320,Arraial Do Cabo,BR,2022-05-23 20:34:39,-22.9661,-42.0278,71.46,73,40,13.8
321,Aqtobe,KZ,2022-05-23 20:35:39,50.2797,57.2072,57.29,77,0,6.71
322,Cajazeiras,BR,2022-05-23 20:35:39,-6.8903,-38.5553,84.49,40,86,8.72
323,Shakiso,ET,2022-05-23 20:35:40,5.75,38.9167,57.83,97,36,1.72
324,Beaufort,MY,2022-05-23 20:35:40,5.3473,115.7455,75.25,89,97,3.02
325,Thohoyandou,ZA,2022-05-23 20:35:40,-22.9456,30.485,57.36,69,0,1.81
326,Caucasia,CO,2022-05-23 20:35:41,7.9865,-75.1935,85.68,75,100,6.26
327,Yaan,NG,2022-05-23 20:35:41,7.3833,8.5667,74.43,83,91,8.48
328,Lavrentiya,RU,2022-05-23 20:35:42,65.5833,-171.0,39.2,73,7,1.39
329,Nizhniye Sergi,RU,2022-05-23 20:33:09,56.6614,59.3033,39.09,98,90,3.22
330,Port Hardy,CA,2022-05-23 20:35:42,50.6996,-127.4199,51.98,76,100,12.66
331,Alofi,NU,2022-05-23 20:35:43,-19.0595,-169.9187,78.69,83,20,6.91
332,Sao Filipe,CV,2022-05-23 20:35:43,14.8961,-24.4956,72.16,74,0,10.11
333,Sawakin,SD,2022-05-23 20:35:43,19.1059,37.3321,84.67,56,0,7.56
334,Nouadhibou,MR,2022-05-23 20:35:44,20.931,-17.0347,66.18,88,0,19.57
335,Fort Nelson,CA,2022-05-23 20:35:44,58.8053,-122.7002,54.99,54,75,0.0
336,Laytown,IE,2022-05-23 20:35:44,53.6819,-6.2392,52.57,88,88,9.93
337,Padang,ID,2022-05-23 20:35:45,-0.9492,100.3543,77.83,85,97,3.49
338,Namtsy,RU,2022-05-23 20:33:16,62.7161,129.6658,47.89,74,100,3.44
339,Bambanglipuro,ID,2022-05-23 20:35:45,-7.95,110.2833,76.41,85,100,5.41
340,Ostrovnoy,RU,2022-05-23 20:35:46,68.0531,39.5131,31.95,87,100,17.31
341,Los Llanos De Aridane,ES,2022-05-23 20:35:46,28.6585,-17.9182,65.95,84,75,18.41
342,Coruripe,BR,2022-05-23 20:34:11,-10.1256,-36.1756,76.51,76,22,10.63
343,Olafsvik,IS,2022-05-23 20:35:47,64.8945,-23.7142,45.28,77,98,4.54
344,Oyama,JP,2022-05-23 20:33:35,36.3,139.8,67.59,68,91,1.86
345,Codrington,AU,2022-05-23 20:35:47,-38.2667,141.9667,48.67,84,7,6.6
346,Camaqua,BR,2022-05-23 20:35:47,-30.8511,-51.8122,57.38,89,6,4.05
347,Spornoye,RU,2022-05-23 20:35:48,50.8448,37.2913,42.33,76,71,2.51
348,Xuanwu,CN,2022-05-23 20:35:48,32.069,118.8138,62.55,89,37,7.18
349,Khandbari,NP,2022-05-23 20:35:49,27.3747,87.2039,68.85,81,99,4.63
350,Yichang,CN,2022-05-23 20:35:49,30.7144,111.2847,65.93,81,59,2.55
351,Lebyazhye,RU,2022-05-23 20:35:49,55.2689,66.4947,53.47,93,100,10.78
352,Fairbanks,US,2022-05-23 20:31:31,64.8378,-147.7164,58.3,31,40,10.36
353,Caraballeda,VE,2022-05-23 20:35:50,10.6112,-66.8522,87.87,65,75,5.75
354,Whitianga,NZ,2022-05-23 20:35:50,-36.8333,175.7,55.99,71,11,3.74
355,Roald,NO,2022-05-23 20:35:50,62.5833,6.1333,55.33,76,75,10.36
356,Shingu,JP,2022-05-23 20:35:51,33.7333,135.9833,64.85,80,98,4.43
357,Rawson,AR,2022-05-23 20:35:51,-43.3002,-65.1023,52.52,43,16,10.58
358,Svetlyy,RU,2022-05-23 20:35:52,54.675,20.1347,44.65,76,9,8.52
359,Kazachinskoye,RU,2022-05-23 20:35:52,57.6953,93.2761,53.08,86,99,5.32
360,Tacuati,PY,2022-05-23 20:35:52,-23.45,-56.5833,72.12,54,19,3.18
361,Caravelas,BR,2022-05-23 20:35:53,-17.7125,-39.2481,68.86,82,38,6.67
362,Brae,GB,2022-05-23 20:35:53,60.3964,-1.353,48.51,88,63,7.02
363,Carutapera,BR,2022-05-23 20:35:53,-1.195,-46.02,75.85,92,16,5.97
364,Alakurtti,RU,2022-05-23 20:35:54,66.9672,30.3491,42.57,61,86,3.94
365,Muravlenko,RU,2022-05-23 20:35:54,63.7898,74.523,45.23,71,2,8.12
366,Klaksvik,FO,2022-05-23 20:35:54,62.2266,-6.589,47.32,86,100,6.93
367,Aksarka,RU,2022-05-23 20:33:15,66.5606,67.7975,36.16,93,85,5.39
368,Jalu,LY,2022-05-23 20:35:55,29.0331,21.5482,77.95,10,0,6.53
369,Ylivieska,FI,2022-05-23 20:35:55,64.0833,24.55,49.87,51,0,2.17
370,Washington,US,2022-05-23 20:36:56,47.5001,-120.5015,69.19,32,99,9.98
371,Naryan-Mar,RU,2022-05-23 20:36:56,67.6713,53.087,32.31,98,100,14.16
372,Pavilosta,LV,2022-05-23 20:36:56,56.8879,21.1859,44.51,66,2,5.01
373,Del Rio,US,2022-05-23 20:36:57,29.3627,-100.8968,78.82,79,100,8.05
374,Hambantota,LK,2022-05-23 20:36:57,6.1241,81.1185,79.77,83,93,18.39
375,Ngara,TZ,2022-05-23 20:36:58,-2.5122,30.6558,57.24,93,94,2.33
376,Chitrakonda,IN,2022-05-23 20:36:58,18.1167,82.0833,85.87,33,70,2.51
377,Guachucal,CO,2022-05-23 20:36:58,0.9609,-77.7316,57.49,63,75,6.91
378,Mount Isa,AU,2022-05-23 20:36:59,-20.7333,139.5,60.57,63,12,4.61
379,Nandyal,IN,2022-05-23 20:36:59,15.4833,78.4833,87.12,57,44,11.81
380,Boden,SE,2022-05-23 20:36:59,65.8252,21.6886,42.8,82,68,2.66
381,Muisne,EC,2022-05-23 20:37:00,0.6,-80.0333,78.58,81,100,12.8
382,Esperance,AU,2022-05-23 20:37:00,-33.8667,121.9,60.48,78,99,26.42
383,Moose Factory,CA,2022-05-23 20:37:01,51.2585,-80.6094,69.8,24,40,14.97
384,Oranjestad,AW,2022-05-23 20:37:02,12.524,-70.027,85.95,66,20,26.46
385,Opuwo,NA,2022-05-23 20:37:02,-18.0607,13.84,58.51,26,0,6.22
386,Dunedin,NZ,2022-05-23 20:37:03,-45.8742,170.5036,51.8,62,6,1.99
387,Vostok,RU,2022-05-23 20:37:03,46.4856,135.8833,50.13,89,100,4.23
388,Saquena,PE,2022-05-23 20:37:03,-4.6667,-73.5167,79.23,94,71,2.77
389,Polunochnoye,RU,2022-05-23 20:37:04,60.8697,60.4153,37.98,97,99,2.26
390,Mazagao,BR,2022-05-23 20:37:04,-0.115,-51.2894,86.05,83,73,2.86
391,Bilibino,RU,2022-05-23 20:32:21,68.0546,166.4372,50.05,54,51,4.83
392,Preobrazheniye,RU,2022-05-23 20:37:05,42.9019,133.9064,51.4,88,100,1.66
393,Broken Hill,AU,2022-05-23 20:37:06,-31.95,141.4333,53.38,76,1,7.38
394,Asau,RO,2022-05-23 20:37:06,46.4333,26.4,54.52,100,98,1.01
395,Srednekolymsk,RU,2022-05-23 20:37:07,67.45,153.6833,50.25,65,99,18.92
396,Sassandra,CI,2022-05-23 20:37:07,4.95,-6.0833,76.46,88,79,6.85
397,Leshukonskoye,RU,2022-05-23 20:33:07,64.8989,45.7622,30.45,96,100,6.89
398,Patitirion,GR,2022-05-23 20:37:08,39.15,23.8667,72.37,82,100,8.63
399,Sept-Iles,CA,2022-05-23 20:35:02,50.2001,-66.3821,58.05,40,40,13.8
400,Kruisfontein,ZA,2022-05-23 20:37:08,-34.0033,24.7314,54.88,81,56,4.43
401,Pimentel,PE,2022-05-23 20:37:09,-6.8367,-79.9342,71.89,60,0,19.57
402,Hovd,MN,2022-05-23 20:37:09,48.0056,91.6419,62.35,47,100,2.57
403,Manyana,BW,2022-05-23 20:37:10,-23.4,21.7167,53.53,61,45,5.99
404,Banfora,BF,2022-05-23 20:37:10,10.6333,-4.7667,79.74,62,97,2.24
405,Avera,US,2022-05-23 20:37:11,33.194,-82.5271,83.71,61,100,11.05
406,Vila Velha,BR,2022-05-23 20:35:23,-20.3297,-40.2925,75.15,64,75,4.61
407,Fare,PF,2022-05-23 20:37:11,-16.7,-151.0167,81.39,70,2,14.99
408,Leninskoye,KZ,2022-05-23 20:37:12,41.7589,69.3864,55.76,65,4,4.9
409,Arman,RU,2022-05-23 20:37:12,59.7,150.1667,37.02,98,100,0.4
410,Palu,ID,2022-05-23 20:37:13,-0.8917,119.8707,76.06,93,76,3.4
411,Sisimiut,GL,2022-05-23 20:37:13,66.9395,-53.6735,29.01,86,100,24.54
412,Tromso,NO,2022-05-23 20:37:14,69.6496,18.957,51.82,58,0,8.05
413,Airai,TL,2022-05-23 20:37:14,-8.9266,125.4092,60.46,85,47,2.73
414,Puerto Carreno,CO,2022-05-23 20:37:14,6.189,-67.4859,80.58,83,40,9.22
415,Mahajanga,MG,2022-05-23 20:38:15,-15.7167,46.3167,71.62,88,0,3.44
416,Taoudenni,ML,2022-05-23 20:38:15,22.6783,-3.9836,95.99,9,0,6.49
417,Rantepao,ID,2022-05-23 20:38:16,-2.9701,119.8978,65.48,96,29,2.59
418,Dzilam Gonzalez,MX,2022-05-23 20:38:16,21.2833,-88.9333,86.97,59,72,10.42
419,Ugoofaaru,MV,2022-05-23 20:38:17,5.6667,73.0,83.3,77,100,14.7
420,Pasni,PK,2022-05-23 20:38:17,25.2631,63.471,82.71,85,0,10.25
421,Tateyama,JP,2022-05-23 20:38:18,34.9833,139.8667,64.42,74,91,3.22
422,Gazojak,TM,2022-05-23 20:35:54,41.1875,61.4036,72.75,21,0,14.9
423,Salalah,OM,2022-05-23 20:38:18,17.0151,54.0924,84.29,79,75,9.22
424,Half Moon Bay,US,2022-05-23 20:38:18,37.4636,-122.4286,88.54,57,0,21.85
425,Terme,TR,2022-05-23 20:38:19,41.2092,36.9739,57.13,90,100,2.84
426,Tawang,IN,2022-05-23 20:38:19,27.5833,91.8667,48.25,86,50,3.27
427,Bella Union,UY,2022-05-23 20:38:20,-30.2752,-57.6007,61.41,72,6,7.7
428,Cockburn Town,TC,2022-05-23 20:38:20,21.4612,-71.1419,82.36,65,40,17.27
429,Puerto Ayacucho,VE,2022-05-23 20:38:21,5.6639,-67.6236,83.43,77,40,0.78
430,Kouango,CF,2022-05-23 20:38:21,4.9934,19.9619,71.94,95,100,3.87
431,College,US,2022-05-23 20:38:21,64.8569,-147.8028,59.29,32,40,10.36
432,Lianzhou,CN,2022-05-23 20:38:22,24.7811,112.3825,70.12,99,100,0.38
433,Losser,NL,2022-05-23 20:38:22,52.2608,7.0042,64.49,88,98,8.01
434,Axim,GH,2022-05-23 20:38:23,4.8699,-2.2405,78.06,84,99,7.09
435,Perelyub,RU,2022-05-23 20:38:23,51.8667,50.3667,45.32,89,10,5.37
436,Port Hedland,AU,2022-05-23 20:38:24,-20.3167,118.5667,73.45,94,75,6.91
437,Sechura,PE,2022-05-23 20:38:24,-5.5569,-80.8222,75.11,59,13,15.59
438,Bongandanga,CD,2022-05-23 20:38:24,1.5,21.05,69.64,99,100,2.51
439,Galveston,US,2022-05-23 20:35:12,29.3669,-94.9669,86.18,75,75,10.36
440,Walvis Bay,NA,2022-05-23 20:38:25,-22.9575,14.5053,65.35,27,51,9.22
441,Paducah,US,2022-05-23 20:36:25,37.0834,-88.6001,70.2,53,100,11.5
442,Zharkovskiy,RU,2022-05-23 20:38:26,55.849,32.2697,42.66,97,15,5.93
443,Churachandpur,IN,2022-05-23 20:38:26,24.3333,93.6667,66.96,86,100,1.16
444,Nikel,RU,2022-05-23 20:38:26,69.4128,30.222,41.18,68,72,6.17
445,Kyshtovka,RU,2022-05-23 20:38:27,56.555,76.6271,60.15,49,95,11.32
446,Xining,CN,2022-05-23 20:38:27,36.6167,101.7667,54.9,61,93,1.1
447,Dibulla,CO,2022-05-23 20:38:28,11.2725,-73.3091,87.39,64,85,4.25
448,Huron,US,2022-05-23 20:38:28,41.1501,-82.5499,63.66,65,100,12.15
449,Te Anau,NZ,2022-05-23 20:38:28,-45.4167,167.7167,48.2,86,98,3.98
450,Hay River,CA,2022-05-23 20:37:49,60.8156,-115.7999,40.96,56,75,11.5
451,Leningradskiy,RU,2022-05-23 20:38:29,69.3833,178.4167,38.86,89,35,3.87
452,Ponta Do Sol,PT,2022-05-23 20:38:29,32.6667,-17.1,66.83,70,9,5.97
453,Touros,BR,2022-05-23 20:38:30,-5.1989,-35.4608,76.05,88,48,12.55
454,Taber,CA,2022-05-23 20:36:27,49.8167,-112.1518,69.8,17,38,9.22
455,Lakatoro,VU,2022-05-23 20:38:30,-16.0999,167.4164,79.59,79,86,5.21
456,Pouembout,NC,2022-05-23 20:38:32,-21.1333,164.9,72.84,77,93,5.55
457,Blyth,GB,2022-05-23 20:38:32,55.1271,-1.5086,56.26,74,20,8.05
458,Gayeri,BF,2022-05-23 20:38:32,12.6497,0.4931,81.3,49,100,5.19
459,Nichinan,JP,2022-05-23 20:38:33,31.6,131.3667,64.04,87,44,3.4
460,Comodoro Rivadavia,AR,2022-05-23 20:39:33,-45.8667,-67.5,49.86,37,20,20.71
461,Coffs Harbour,AU,2022-05-23 20:39:34,-30.3,153.1333,59.13,88,100,9.22
462,Rio Grande,BR,2022-05-23 20:39:34,-32.035,-52.0986,62.71,78,30,6.96
463,Lisala,CD,2022-05-23 20:39:34,2.15,21.5167,70.11,97,97,3.62
464,Dudinka,RU,2022-05-23 20:39:35,69.4058,86.1778,31.62,84,97,16.8
465,Tacoronte,ES,2022-05-23 20:39:35,28.4769,-16.4102,65.39,85,100,21.99
466,Lufilufi,WS,2022-05-23 20:39:35,-13.8745,-171.5986,78.58,76,90,23.35
467,Seymchan,RU,2022-05-23 20:39:36,62.8833,152.4333,45.93,52,34,14.76
468,La Ronge,CA,2022-05-23 20:39:36,55.1001,-105.2842,57.42,33,75,14.97
469,Harper,LR,2022-05-23 20:39:36,4.375,-7.7169,77.23,87,98,9.31
470,Emerald,AU,2022-05-23 20:39:37,-23.5333,148.1667,58.33,89,0,13.42
471,Marsa Matruh,EG,2022-05-23 20:39:37,31.3525,27.2453,67.37,70,0,7.4
472,Luderitz,NA,2022-05-23 20:39:37,-26.6481,15.1594,64.22,47,0,3.78
473,Dagana,MR,2022-05-23 20:39:38,16.5165,-15.5068,72.54,69,0,17.49
474,Kumluca,TR,2022-05-23 20:39:38,36.3703,30.2869,71.85,66,3,1.45
475,Douglas,US,2022-05-23 20:37:17,41.3,-96.167,65.39,41,75,11.5
476,Pisco,PE,2022-05-23 20:39:39,-13.7,-76.2167,69.03,82,1,10.36
477,Necochea,AR,2022-05-23 20:36:49,-38.5473,-58.7368,55.24,41,100,3.58
478,Yarmouth,US,2022-05-23 20:39:39,41.7057,-70.2286,68.14,48,0,12.66
479,Bandarbeyla,SO,2022-05-23 20:39:39,9.4942,50.8122,81.03,80,58,21.54
480,Conakry,GN,2022-05-23 20:39:40,9.538,-13.6773,79.99,75,100,12.84
481,Naze,JP,2022-05-23 20:39:40,28.3667,129.4833,61.72,91,100,13.42
482,Umm Lajj,SA,2022-05-23 20:39:41,25.0213,37.2685,76.98,61,0,9.71
483,Sabang,ID,2022-05-23 20:39:41,5.8933,95.3214,83.89,74,100,19.46
484,Yantal,RU,2022-05-23 20:39:42,56.8471,105.2542,47.07,81,36,3.42
485,Severomorsk,RU,2022-05-23 20:39:42,69.0689,33.4162,36.0,77,50,7.78
486,Dronten,NL,2022-05-23 20:39:42,52.5,5.7167,57.06,91,100,12.26
487,Letterkenny,IE,2022-05-23 20:39:43,54.95,-7.7333,51.69,94,10,5.12
488,Pangnirtung,CA,2022-05-23 20:39:43,66.1451,-65.7125,19.4,58,75,16.11
489,Vilcun,CL,2022-05-23 20:39:44,-38.65,-72.2333,41.74,89,100,3.89
490,Westport,US,2022-05-23 20:39:44,41.1415,-73.3579,76.91,47,0,8.05
491,Namatanai,PG,2022-05-23 20:39:44,-3.6667,152.4333,80.6,81,69,7.23
492,Labuhan,ID,2022-05-23 20:39:45,-6.8844,112.2051,79.18,84,97,9.75
493,Kulhudhuffushi,MV,2022-05-23 20:39:45,6.6221,73.07,82.8,80,93,16.96
494,Dahra,DZ,2022-05-23 20:39:46,36.2546,0.8519,72.79,43,0,5.86
495,Ilanskiy,RU,2022-05-23 20:39:46,56.2358,96.065,52.83,95,100,5.73
496,Borba,BR,2022-05-23 20:39:46,-4.3878,-59.5939,80.85,72,91,1.63
497,Gigmoto,PH,2022-05-23 20:39:47,13.7796,124.39,80.15,86,84,6.08
498,Alpena,US,2022-05-23 20:39:47,45.0617,-83.4327,59.32,38,0,9.22
499,Rimouski,CA,2022-05-23 20:35:26,48.4488,-68.524,51.98,54,20,7.9
500,Verkhnevilyuysk,RU,2022-05-23 20:39:48,63.4453,120.3167,54.48,58,100,11.39
501,Lobito,AO,2022-05-23 20:39:48,-12.3481,13.5456,71.76,80,2,4.65
502,Hornepayne,CA,2022-05-23 20:39:49,49.2138,-84.7705,61.38,27,93,11.18
503,Novoseleznevo,RU,2022-05-23 20:39:50,55.6821,69.2056,54.57,93,74,10.65
504,Berlevag,NO,2022-05-23 20:40:50,70.8578,29.0864,41.0,75,0,16.11
505,Slough,GB,2022-05-23 20:40:51,51.5095,-0.5954,57.09,82,75,10.36
506,Pafos,CY,2022-05-23 20:40:51,34.7667,32.4167,67.78,77,0,3.44
507,Marsh Harbour,BS,2022-05-23 20:40:52,26.5412,-77.0636,79.5,73,8,13.47
508,Guane,CU,2022-05-23 20:40:52,22.2025,-84.0875,84.25,64,95,9.64
509,Kirillov,RU,2022-05-23 20:40:52,59.863,38.3813,32.85,98,100,9.33
510,Tabora,TZ,2022-05-23 20:40:53,-5.0167,32.8,72.25,46,98,3.56
511,Huarmey,PE,2022-05-23 20:40:53,-10.0681,-78.1522,69.31,73,3,11.12
512,Salta,AR,2022-05-23 20:40:53,-24.7859,-65.4117,75.79,31,0,10.36
513,Moron,AR,2022-05-23 20:40:54,-34.6534,-58.6198,67.89,73,100,5.03
514,Pingzhuang,CN,2022-05-23 20:40:54,42.0372,119.2889,64.27,45,75,6.02
515,Ullapool,GB,2022-05-23 20:40:54,57.8987,-5.1604,50.34,92,87,2.64
516,Ribeira Brava,PT,2022-05-23 20:40:55,32.65,-17.0667,66.83,70,7,5.88
517,Acapulco,MX,2022-05-23 20:40:41,16.8634,-99.8901,87.62,66,0,11.5
518,Rapina,EE,2022-05-23 20:40:55,58.0981,27.4636,47.95,68,3,3.74
519,Shumskiy,RU,2022-05-23 20:40:56,54.8318,99.1328,46.9,63,6,2.95
520,Praia,CV,2022-05-23 20:40:56,14.9215,-23.5087,73.94,64,20,16.11
521,Gamba,GA,2022-05-23 20:40:57,-2.65,10.0,73.98,83,94,6.08
522,Sitka,US,2022-05-23 20:40:57,57.0531,-135.33,48.09,81,100,11.5
523,Kadyy,RU,2022-05-23 20:40:58,57.787,43.1903,31.86,98,100,4.52
524,Supe,PE,2022-05-23 20:40:58,-10.8,-77.7333,67.46,74,2,11.01
525,Benjamin Hill,MX,2022-05-23 20:40:59,30.1667,-111.1,87.73,12,3,18.59
526,Gold Coast,AU,2022-05-23 20:38:05,-28.0,153.4333,63.25,97,75,9.22
527,Havre-Saint-Pierre,CA,2022-05-23 20:40:59,50.2334,-63.5986,55.76,35,0,12.66
528,Shelburne,CA,2022-05-23 20:40:59,44.0787,-80.2041,57.13,48,100,7.16
529,Rio Brilhante,BR,2022-05-23 20:41:00,-21.8019,-54.5464,71.65,44,0,6.44
530,Marfino,RU,2022-05-23 20:41:00,55.7028,37.3822,51.94,31,0,6.71
531,Itarema,BR,2022-05-23 20:41:01,-2.9248,-39.9167,78.26,84,34,5.77
532,Valle De Allende,MX,2022-05-23 20:41:01,26.9333,-105.4,87.85,12,7,7.18
533,Coquimbo,CL,2022-05-23 20:41:01,-29.9533,-71.3436,62.33,72,0,12.66
534,Griffith,US,2022-05-23 20:36:57,41.5284,-87.4237,65.08,49,0,13.8
535,Ust-Nera,RU,2022-05-23 20:41:02,64.5667,143.2,38.39,97,100,6.67
536,Digha,IN,2022-05-23 20:41:02,21.6833,87.55,83.14,84,98,6.96
537,Gambela,ET,2022-05-23 20:41:03,8.25,34.5833,72.73,88,100,2.84
538,Mocuba,MZ,2022-05-23 20:41:03,-16.8392,36.9856,68.61,99,81,2.04
539,Salamiyah,SY,2022-05-23 20:41:04,35.0113,37.0532,64.36,51,0,17.25
540,Shiraz,IR,2022-05-23 20:40:44,29.6036,52.5388,74.64,13,0,0.0
541,Apac,UG,2022-05-23 20:41:04,1.9756,32.5386,65.25,95,28,4.65
542,Yvetot,FR,2022-05-23 20:41:05,49.6174,0.7581,55.0,87,96,8.95
543,Belyy Yar,RU,2022-05-23 20:41:05,53.6039,91.3903,51.85,83,23,0.0
544,Kerema,PG,2022-05-23 20:41:06,-7.9631,145.7785,77.99,87,6,3.18
545,Tilichiki,RU,2022-05-23 20:41:06,60.4667,166.1,41.09,74,4,3.94
546,Castanos,MX,2022-05-23 20:41:07,26.7833,-101.4167,81.34,57,100,11.5
547,Stolin,BY,2022-05-23 20:41:07,51.8912,26.846,46.8,69,6,1.43
548,Ofunato,JP,2022-05-23 20:39:18,39.0717,141.7167,57.61,85,3,6.31
549,Lagoa Nova,BR,2022-05-23 20:41:08,-6.1,-36.4833,70.79,78,100,11.86
550,Praia Da Vitoria,PT,2022-05-23 20:42:08,38.7333,-27.0667,64.65,82,40,8.37
551,Kuytun,RU,2022-05-23 20:42:08,54.3419,101.5036,45.73,63,56,0.78
552,Tripoli,LY,2022-05-23 20:38:32,32.8752,13.1875,74.39,45,0,11.12
553,Marzuq,YE,2022-05-23 20:42:09,14.4,46.4667,78.13,25,54,5.44
554,Yining,CN,2022-05-23 20:42:09,29.0361,114.5636,64.67,97,98,1.74
555,Muros,ES,2022-05-23 20:42:10,42.7762,-9.0603,56.84,80,1,8.01
556,Arawa,PG,2022-05-23 20:42:10,-6.2132,155.5367,79.65,86,73,1.9
557,Kathu,TH,2022-05-23 20:42:10,7.9178,98.3332,88.75,81,96,13.0
558,Margate,GB,2022-05-23 20:42:11,51.3813,1.3862,56.3,87,51,1.99
559,Auki,SB,2022-05-23 20:42:11,-8.7676,160.7034,79.39,84,57,2.55
560,Radstadt,AT,2022-05-23 20:42:12,47.3833,13.45,61.18,96,100,3.31
561,Marevo,RU,2022-05-23 20:42:12,57.3146,32.0804,37.65,68,33,4.16
562,Katherine,AU,2022-05-23 20:42:12,-14.4667,132.2667,64.72,77,57,6.91
563,Podporozhye,RU,2022-05-23 20:42:13,60.9112,34.1706,37.22,58,100,7.14
564,Nchelenge,ZM,2022-05-23 20:42:13,-9.3451,28.734,70.07,69,17,3.98
565,Laguna,US,2022-05-23 20:42:14,38.421,-121.4238,92.05,20,0,16.11
